date,ACN,isPartial
2020-05-31,78,False
2020-06-07,61,False
2020-06-14,65,False
2020-06-21,76,False
2020-06-28,65,False
2020-07-05,69,False
2020-07-12,56,False
2020-07-19,63,False
2020-07-26,68,False
2020-08-02,73,False
2020-08-09,64,False
2020-08-16,64,False
2020-08-23,74,False
2020-08-30,68,False
2020-09-06,54,False
2020-09-13,64,False
2020-09-20,60,False
2020-09-27,66,False
2020-10-04,49,False
2020-10-11,58,False
2020-10-18,61,False
2020-10-25,52,False
2020-11-01,49,False
2020-11-08,54,False
2020-11-15,57,False
2020-11-22,58,False
2020-11-29,57,False
2020-12-06,61,False
2020-12-13,58,False
2020-12-20,47,False
2020-12-27,39,False
2021-01-03,55,False
2021-01-10,53,False
2021-01-17,56,False
2021-01-24,66,False
2021-01-31,66,False
2021-02-07,55,False
2021-02-14,46,False
2021-02-21,63,False
2021-02-28,51,False
2021-03-07,59,False
2021-03-14,63,False
2021-03-21,53,False
2021-03-28,49,False
2021-04-04,54,False
2021-04-11,53,False
2021-04-18,64,False
2021-04-25,57,False
2021-05-02,59,False
2021-05-09,57,False
2021-05-16,56,False
2021-05-23,59,False
2021-05-30,64,False
2021-06-06,60,False
2021-06-13,58,False
2021-06-20,67,False
2021-06-27,68,False
2021-07-04,62,False
2021-07-11,74,False
2021-07-18,59,False
2021-07-25,64,False
2021-08-01,61,False
2021-08-08,70,True
